,tweet,hate_speech,offensive_language,neither,class
10835,i hope out making they moneyy..lol aye... whr da hoes at..????,0,1,0,1
10836,"i hope the yankees get soriano, shoulda never gave him away for alex rodriguez",0,0,1,2
10837,i hope the trash i talk abt <user>'s poor product doesn't hurt my chances of getting hired as a legal correspondent. i was jk cnn.,0,0,1,2
10838,i hope you all accidentally get a fat black bitch pregnant,0,1,0,1
10839,i hope you get eye cancer bitch.,1,1,0,0
10840,i hope you realize that your both retarded,0,1,1,1
10841,"i hope you wrapping it up! give that pussy a break! all them niggas you fuckin, never been on a date <sym> ",0,1,0,1
10842,i hopes dis don't come as a severe shock to use but i'm colored,0,0,1,2
10843,i ignore birds,0,0,1,2
10844,i impress da young white girl next doe by taking out my giant negro thang and usin it to flip da hamburgers for da #koolqueeftribute<sym> ,1,1,0,1
10845,i jus wanna live good stay fresh and fuck bad bitches! <sym> <sym> ,0,1,0,1
10846,"i jus wanna smoke, rub on a bitch booty n bump ""these days...""",0,1,1,1
10847,i jus wanna watch this last episode of orange is the new black but netflix jus wants to be a bitch <sym> ,0,1,0,1
10848,i just be chillin tho .... i don't fuck w/ hoes or hoe niggas so i don't know about how they operate ... maybe i'm wrong,1,1,0,1
10849,i just be fucking these bitches these niggas be cuffin these hoes,1,1,0,1
10850,i just bitch slapped my brother,0,1,0,1
10851,i just bought a bentley and a bitch came wit it,0,1,0,1
10852,i just can't date a ghetto ass girl bruh,0,1,0,1
10853,i just can't imagine myself being albino haha,0,1,1,1
10854,i just caught this fat bitch slippin taking a selfie,1,1,0,1
10855,i just cracked my motherfuckin phone god damn i feel like punching a bitch in the motherfuckin throat,0,1,0,1
10856,i just dodged a bullet from a crazy bitch,1,1,0,1
10857,i just don't get why none of you people talk back to me..i guess you follow me for the #s in hopes i follow back but shit. talk to a cracker,1,1,0,1
10858,i just fell in love. just saw the baddest bitch driving a 2014 e350 amg coupe <sym> <sym> <sym> <sym> <sym> <sym> <sym> <sym> <sym> <sym> <sym> <sym> ,0,1,0,1
10859,i just fucked an albino. it was weird because it was like a white body impersonating a black voice....... like iggy azalea,1,1,0,1
10860,i just getting started oh ya we got it bitch.,0,1,0,1
10861,i just got so hype haha lets go!!!! beat the shit out dat pussy ass niqqa,0,1,0,1
10862,"i just heard my mom go ""she is up"" v annoyed bitch the fuck you expect i slept for how long and now i'm hungry bye felecia",0,1,0,1
10863,i just herd the most random and. creepiest sound.... da fuck is going on outside my windows... i'm not looking out that bitch.,0,1,0,1
10864,"i just love that ""tweaking hoe tweaking hoe song that's the only part i no <sym>  wee be getting money so we ball out some sme sme",0,1,0,1
10865,i just might buy myself an a-rod jersey #newyork #yankees #mlb,0,0,1,2
10866,i just might get to these riches i might go broke on these bitches,0,1,0,1
10867,i just need the yankees to win the pennant!,0,0,1,2
10868,i just need to know what that pussy like so one time is fine with me - drizzy lol,0,1,0,1
10869,i just put down a pan of brownies,0,0,1,2
10870,"i just read prolly 11 tweets from 11 different girls about how their looong relationship ended today.. daaaamn.. ""yo hoe will get slayed""",0,1,0,1
10871,i just saw a man have a actual conversation with his bird haha,0,0,1,2
10872,i just seen a hit bitch call a hit bitch ugly .. that shit be funny ctfu,0,1,0,1
10873,i just seen the ugliest bitch in commercial history on monday night football,0,1,0,1
10874,i just seen your main bitch i might fuck with her,0,1,0,1
10876,i just touched down on that pussy,0,1,0,1
10877,i just wanna cuddle with my boyfriend under a fuzzy blanket &amp; drink hot tea and have my hair played with so i can go to bed.,0,0,1,2
10878,i just wanna fuck bad bitches,0,1,1,1
10879,i just wanna get lifted &amp; fuck exotic bitches!,0,1,0,1
10880,i just wanna slap a couple of y'all bitches,1,1,0,1
10881,i just wanna slit this mf throat,1,1,0,0
10882,"i just wanna touch da bitch, fuck da bitch, like a bud don't trust the bitch.",0,1,0,1
10883,i just wanna travel the world with my bitches <sym> ,0,1,0,1
10884,i just want a girl that'll be a hoe for me that's all,0,1,0,1
10885,i just want some oreos &amp; milk honestly. just stop by the store &amp; pick up some on your way back lol,0,1,1,2
10886,i just want the bad hoes and i wanna reach the children,1,1,0,1
10887,i just want to beat the fuck out of everyone that stares at me like bitch stahp,1,1,0,1
10888,i just want to punch you in the throat when you get my order wrong stupid bitch at sonic,1,1,0,0
10889,i just want vanilla oreos,0,0,1,2
10890,i just whipped up these #homemade #pickled #eggs while home being a cripple... made with #garlic<sym>  <url>,0,0,1,2
10891,i just wish i had a girlfriend to come home to after a long night of fuckin wit bitches in the club,0,1,0,1
10892,i just wish some females would look in the mirror b4 they hop on social networks &amp; talk down on hoes.,0,1,0,1
10893,"i just wrote a dawg ass essay, &amp; was working on the bibliography &amp; my laptop froze. im kill a bitch if it gets lost, cause i hadnt saved it.",0,1,0,1
10894,"i keep running under trees or when birds fly to avoid their, erm, being targeted by their lack of a digestive system.",0,0,1,2
10895,i keep seeing hoes call other hoes..hoes i be confused,0,1,1,1
10896,"i keep the baddest hoes, stay fresh from head to toe",0,1,0,1
10897,i keep these hoes in check until they bounce,0,1,0,1
10898,i knew a new orleans nig would say something crazy lol,0,1,0,1
10899,i kno it's upside down cunt <url>,1,1,0,1
10900,i know i talk a lot of shit but bitch best believe i can back that shit up.,0,1,0,1
10901,"i know i'm a hillbilly, but is there anything better than a big pot of beans and cornbread? little hot sauce on top.",0,1,1,2
10902,i know if i don't move out by next year my mom gonna bitch at me the whole time i live with her,0,1,0,1
10903,i know og niggaz and bitches,1,1,0,1
10904,"i know outback when i see outback, hoe.",0,1,0,1
10905,i know a lot of using ass hoes that just want bread an wheels from nigga go grind bitch<sym> ,0,1,0,1
10906,i know bitches be mad as shit when they friends borrow their clothes &amp; its a bunch of girls in her ig comments sayin how cute the outfit is,0,1,0,1
10907,i know bitches who sell pussy for 3.5's,0,1,0,1
10908,"i know how it feels to not have shit, believe me. i was born in the heart of la. it don't get anymore ghetto than that",0,1,0,1
10909,i know im not the only niggah that saw that,1,1,0,1
10910,"i know right. get one guy out!! man! <user>: you had one job, josh@nobz13 outman! #yankees<sym> ",0,0,1,2
10911,i know righttt i hate fat loud bitches,1,0,0,0
10912,"i know shit about everybody , i just don't care enough to speak on it but i suggest you bitches watch it forreal .",0,1,0,1
10913,i know some ratchet bitches and they rep the north side,0,1,0,1
10914,"i know that karma too real, so i hope you doing cool.. but still stupid ass bitch, i ain't fuckin' w you.",0,1,0,1
10915,i know that karma's too real so i hope you doin' cool.. but still stupid ass bitch i ain't fuckin' with you.,0,1,0,1
10916,i know these hoes,0,1,0,1
10917,i know these niglets heard me screaming <sym> <sym> ,1,1,0,1
10918,i know this one hoe on twitter right now that's catfishin shit !!!!!,0,1,0,1
10919,"i know when woods, kofi and big e were forming up, r.truth was like ""ain't that a bitch"" #frohorsemen",0,1,0,1
10920,"i know when bitches discuss me in a group message the words ""asshole"" ""cute"" and ""douche bag"" are abused excessively",0,1,0,1
10921,i know yall bitches tell yall selfs #wwhd what would hustlelinaa do <sym>  cuz yall asses stay following me <sym> ,0,1,0,1
10922,i know you bitches is hating on the low. why me tho? its way more niggaz in this world that can afford it.,0,1,0,1
10923,i know you seeeeen my faceeeee gon send a bitch maa wayyyy,0,1,0,1
10924,i knows y'all white folk only be playin wit me. i colored and i knows my place,1,1,0,0
10925,i knw these bitch niggas frm way back... if u was ah pussy in 2000 u ah pussy now!!!,1,1,0,1
10926,i l8v3 fuckin wit this nigga he getting all emotional he remind me of my bitch is that you blake (50<sym>  <url>,0,1,0,1
10927,i laugh at this bitch,0,1,0,1
10928,"i learned that every bad bitch comes wit mood swings just like mortal kombat, liu kang, so true mane",0,1,0,1
10929,i learnt about birds as a child. best time to learn <user>,0,0,1,2
10930,i let all of em go...<sym>  if u got two hoes u need to let one go,0,1,0,1
10931,i let hoes make it too much,0,1,0,1
10932,i lied the fair isn't the only place reno girls dress up like cowgirl sluts nitc hash tag bitches,0,1,0,1
10933,i like chinese buffets but i hate all the chinks,1,1,0,0
10934,i like rivers he talks a lot of trash you can tell he loves the game,0,0,1,2
10935,i like a cool bad bitch. she know she sexy but her attitude is like ehh whatever <sym> <sym> ,0,1,0,1
10936,i like a hoe that like a hoe just for my amusement,0,1,0,1
10937,i like all the kids on beyond scared straight acting like they are hard ass gangsters end up leaving balling their eyes out like bitches lol,0,1,0,1
10938,i like bad bitches cause they like bad bitches too,0,1,0,1
10939,i like bad bitches cause they like bad bitches too <sym> <sym> <sym>  hay stunna <url>,0,1,0,1
10940,i like bad bitches thats my fucking problem,0,1,0,1
10941,"i like beamers benzes and porches, i like my bitches imported",0,1,0,1
10942,"i like being teased, dont give me the pussy too fast",0,1,0,1
10943,i like bitches that like bitches,0,1,0,1
10944,i like bitches with <sym> ,0,1,0,1
10945,i like chilling with your bitch and i like fucking her.,0,1,0,1
10946,"i like good weed, i like bad bitches that can roll it..",0,1,0,1
10947,i like herbal tea bitches no matter if anyone else does.,0,1,0,1
10948,i like how cays mf ass favorited my tweet but didn't text me bacc <sym>  hate that hoe.,0,1,0,1
10949,i like how niggas try an come at me and im like do it then bitch and they dont do shit. pussies,1,1,0,0
10950,i like it when you call me mcsully i like when bad bitches pour honey on my silky body it's not even the 90s,0,1,0,1
10951,"i like it. folks act like the word ""negro"" is the equivalent of porch monkey or spear chucker. it's not. no real<sym> ",0,1,0,1
10952,i like my bitches bad wit a lil attitude,0,1,0,1
10953,"i like my bitches simple 
laid back relaxed your mental <url>",0,1,0,1
10954,"i like my seat down low and my window slightly cracked, riding wit a bad hoe wit her girlfriend in the back",0,1,0,1
10955,i like saying the word pussy hoe ion no why!!!,0,1,0,1
10956,i like taking niggas hoes but i stop doing that <sym> ,1,1,0,0
10957,i like the yankees toinight -107 <url>,0,0,1,2
10958,i like to butt fuck fine ladies. will i choke hold a bitch? well maybe #55,0,1,0,1
10959,"i like to mock apple, but i'm legitimately interested to see what their wearable looks like.",0,0,1,2
10960,"i like weed brownies and cookies, im straight but seein crooked, got muh trippy kit hope i trip and fal into some pussy #tunchei",0,1,0,1
10961,"i liked a <user> video <url> the sock fairy, a short film",0,0,1,2
10962,"i liked a <user> video <url> conor mcgregor trash talking chad mendes: ""i can rest my balls on your forehead""",0,1,0,1
10963,i literally just looked bc this kids a pussy..,0,1,0,1
10964,i live for two-bite brownies,0,0,1,2
10965,i live in the fast lane bitch,0,1,0,1
10966,i look better on your bitch than her outfit on my floor <user> #myboy,0,1,0,1
10967,i look like denzel when i tilt my head to the side too bitch,1,1,0,1
10968,i look like a dusty bird today..,0,0,1,2
10969,i looked retarded,0,1,0,1
10970,"i lose ovo followers every year. 100 bitches unfollowed me because of my ""hold on we're going home"" rants. a hoe athem is a hoe anthem",0,1,0,1
10971,i lost all my respect for my brother cause you acting like a straight up bitch,0,1,0,1
10972,"i lost it. ""you think you're too good for me? you paper bitch!"" and i fell on the bed and i fell off the bed and i slept on the floor.",0,1,0,1
10973,"i lost partners , bitches , money... but i never lost my mind",0,1,0,1
10974,i lost something more important than myself last year so excuse me for being a little selfish bitch <sym> <sym> <sym> ,0,1,1,1
10975,"i love ""butter"" by atcq, but i'd love it more if q-tip's hook was just looped for three and a half minutes instead of phife's trash verses.",0,0,1,2
10976,i love asian bitches,1,1,0,1
10977,i love german. i wish nansemonds bitch ass had it,0,1,0,1
10978,i love liv when she gets ghetto,0,0,1,2
10979,i love a bitch with racks of her own,0,1,0,1
10980,i love all my bitches. and im ridin for all my bitches no matter what.,0,1,0,1
10981,i love all people for who they are but there's this one fag that goes to my school that can catch a ninja star to the face asap,1,1,0,0
10982,i love bad bitches <sym> <sym> <sym> ,0,1,0,1
10983,"i love bad bitches it my fucking hobby, and yeah they're on all fours like a fucking doggy..",0,1,0,1
10984,i love bad bitches that's my fuckin problem.,0,1,0,1
10985,i love bad bitches thats my fuckin problem forreal real shit i cant even help it,0,1,0,1
10986,"i love faggots!!! absolutely love them, especially the ones that can dress to the tea <sym> <sym> <sym> ",1,1,0,1
10987,i love fat bitches,1,1,0,1
10988,i love fat bitches. that's my fucking problem. <user>,0,1,0,1
10989,i love flirting with money don't no other bitch get my time or my eye<sym> <sym> ,0,1,0,1
10990,i love floating monkey heads as much as the next person but active surplus' website is just redonkulus. http://www.activesurplus.com/,0,0,1,2
10991,i love fuckin wit people. i be givin greedy ass nigas old as crackers wit expired cheese dey be callin me like<sym>  nigga im shittin likea goose,1,1,0,0
10992,i love going to <user> and looking at #guns with my wife. we talk about them in spanish as the rednecks stare at us and reconsider #2a.,1,1,0,1
10993,i love how everybody bitches about heat fans when we win but if they lose all the haters are 10x more obnoxious,0,1,0,1
10994,i love how bitches be talkin how the single life is the best life then bitchin and complaining how they need a boyfriend #wtf,0,1,0,1
10995,i love how hoes be like omg warped tour yayyyyy #gaaaaaaaaaaaay,0,1,0,1
10996,i love how my brother actually tries to understand his girl and see her point of view when they argue instead of being a bitch about it .,0,1,0,1
10997,i love how people use twitter to just bitch an complain #fuckyou,0,1,0,1
10998,"i love how we can marry and still be the same queer, messy, funny, fabulous, dramatic community we've always been. why i love us.",0,0,1,2
10999,i love jigg jigg<sym> ,0,0,1,2
11000,i love living in minnesota. the weather is bad enough for people to bitch about it but we don't have anything serious. stay safe east coast,0,1,0,1
11001,i love me some chunky babies <sym> <sym> ,0,0,1,2
11002,"i love me some fresh pussy, all you can eat buffet.",0,1,0,1
11004,i love money fuc a bitch i won't stress myself !,0,1,0,1
11005,i love my haters they my biggest fans... i'm on the field dem bitches in the stands!!!,0,1,0,1
11006,i love the acoustic domes in the hallways. favorite place to sing in public. no lie. <url>,0,0,1,2
11007,i love these stupid holiday commercials... you thought you were going to get a car? nope bitch you got an ugly ass sweater,0,1,0,1
11008,"i love this bitch , he's dear to my heart.",0,1,0,1
11009,i love this ho <user> <url>,0,1,0,1
11010,i love to eat pussy! #love #investment,0,1,0,1
11011,i love to feed the pussy,0,1,0,1
11012,i love watching birds migrate. wish i understood why it's such a peaceful sight.,0,0,1,2
11013,i love wearing fuzzy socks to work,0,0,1,2
11014,i love when girls pass up the guys who want something real and to treat them right for the guy who just uses em cuz then they bitch about it,0,1,0,1
11015,i love when my friends let me use their phones to stalk the bitch that blocked me on facebook.,0,1,0,1
11016,i love when my mom goes to the grocery store until she gets home and i have to carry it all in. then it sucks monkey nuts,0,1,0,1
11017,"i love when people bitch about athletes being payed to much.

like they'd turn down millions

what the fuck ever!",0,1,0,1
11018,i love when the pussy smacking an it sound like u mixing spaghetti<sym> ,0,1,0,1
11019,i love you my nigguh but your a grown ass man https://t.co/utzj6i5uhj,1,1,0,1
11020,i loved her as much and as long as i could ma niggah .,0,1,0,1
11021,i luh to lick the middle like an oreo,0,0,1,2
11022,"i luv watching gas monkey, they be havin some classics on there.",0,0,1,2
11023,i made ya bitch sicc wit that one <sym> ,0,1,0,1
11024,i made you bitch,0,1,0,1
11025,i make bitches fly like peter pan do,0,1,0,1
11026,i masturbated into the lingerie catalog out of spite. how dare she throw it in the trash before i get to look at it!,0,1,1,1
11027,i may or may not have at least 4 fob related tattoos already planned out.,0,0,1,2
11028,i mean i like to get nasty but tooting my ass up in a bitch face ain't in my freaky zone,0,1,0,1
11029,"i mean if a bitch whilin out, she gone get knocked tf out",0,1,0,1
11030,"i mean if she a cunt, then she a cunt. it happens.",1,1,0,1
11031,"i mean most ppl confuse when to use ""to"" and ""too"", this nicca used the word ""two"" when he should've used ""to"" <sym> ",0,1,1,2
11032,i mean we can get married. as long we can sign a prenuptial agreement. it's 2014 bitch.,0,1,0,1
11033,"i mean. i guess i start using this again, since faggot facebook blocked me for saying mean things to lady gaga",1,1,0,1
11034,"i mean...if you blow a foul there, it has to be a yellow in that situation no?",0,0,1,2
11035,i meant bitch niggas,0,1,0,1
11036,"i might freak the bitch, but dont need the bitch<sym> ",0,1,0,1
11037,i miss britt god damn bitch real nigga over here baby <sym> <sym> <sym> <sym> <sym> <sym> <sym> ,1,1,0,1
11038,i miss twinkies and susie qs. tragic loss to society. what is next? pixie turtles?,0,0,1,2
11039,i miss having jihadist bitches in my crosshairs... ahhh the good ol days...,1,1,0,1
11040,"i miss her but i can't bitch i was the one who fucked up, whatever",0,1,0,1
11041,i miss my fag friends,0,1,0,1
11042,i miss my flip phone .. that bitch never died,0,1,0,1
11043,i miss my monkey <sym> ,0,0,1,2
11044,"i miss you being a wee cheeky cunt to me, sad times #missabby",0,1,0,1
11045,i missing something of my ofay friends. day all scared by da recent happenings. don't chu worry...ol lamar say you like da colored folk,1,0,1,0
11046,i moved that niggah anyways.,1,1,0,1
11047,i must be a bitch,0,1,0,1
11048,"i must have pissed this nigga off aha um, because he my hoe &amp; he acting outta line <sym> <sym> ",0,1,0,1
11049,i name my niggas after nba playersmy nigga larry bird is a strait fuckin#shooter,0,1,0,1
11050,i named my dick the truth cuz bitches can't handle it lmao,0,1,0,1
11051,"i named my penis ""the truth"" because bitches can't handle it.",0,1,0,1
11052,i need a belgian waffle and a couple bad bitches,0,1,0,1
11053,i need a spanish woman. they don't have ghetto names. they can cook. they down with u till the casket and they curvy.,0,0,1,2
11054,i need a bad bitch thats gon treat me good,0,1,1,1
11055,i need a bitch,0,1,0,1
11056,i need a bitch <sym> ,0,1,0,1
11057,i need a bitch to drop it down for me lol,1,1,0,1
11058,i need a bitch to go down like i need a beat,0,1,0,1
11059,i need a bitch to top me till i get sleepy <sym> ,0,1,0,1
11060,i need a cowboy killer and a cold one about now. <user> probably too tired tho to get down.<sym> ,0,0,1,2
11061,i need a girl from jamaica i can't fuck with these basic black bitches,0,1,0,1
11062,i need a heated bra because my nips hurt so bad!,0,1,1,2
11063,i need a new bitch,0,1,0,1
11064,i need a trippy bitch i ain't wit that cute shit,0,1,0,1
11065,i need like 43 fuzzy blankets to sleep <sym> <sym> ,0,0,1,2
11066,i need me a bitch,0,1,0,1
11067,i need me a real loyal ass bitch <sym> <sym> <sym> <sym> <sym> ,0,1,0,1
11068,"i need one of those ""research"" street signs near usaa . hang that bitch above my bed lol",0,1,0,1
11069,i need sleep but can't seem to get that place that let's you clam down and sleep :(,0,1,1,2
11070,"i need some good pussy, fuck",0,1,0,1
11071,i need some new hoes,0,1,0,1
11072,"i need sum hoes ah sum, cuz i wake up all i have is hella emails <sym> <sym>  but not a goodmoring or goodnight text. shit not even a single text <sym> <sym> ",0,1,0,1
11073,i need to change myself first. im retarded as fuck,0,1,0,1
11074,i need to chat with <user> . where dat nicca at? lol,1,1,0,0
11075,"i need to jump in the shop on fritag for 72 beers, hate looking like 20 odd.. i need to get 120 fags tae, going to look like a junkie",0,1,1,1
11076,i need to pick between two wigs. the agony. ;__; my cute multi-colored bob or my red stevie nicks curly one?,0,0,1,2
11077,i need to re up on some hoes,0,1,0,1
11078,i need to stop being a little bitch lol,0,1,0,1
11079,i never had any friends the entire time i lived in #virginia. no one was cool to me. i hope those white trash southerners all die.,1,0,0,0
11080,i never played a bitch... but bitches most definitely played they self,0,1,1,1
11081,i never put no hoes b4 my bros,0,1,0,1
11082,i never seen a asian or chinese bitch pregnant ..shit i throught they kids just spawn like call of duty <sym> <sym> ,1,1,0,1
11083,i never thought you could irritate me like. please stop being a fucking bitch. surprised your boyfriend puts up with you. #stupidspecs,1,1,0,1
11084,i nicknamed lux coach k because without him we would of never heard of duke lol charlie,0,0,1,2
11085,i once tried to be everything this bitch said she wanted in a man... that shit didn't get me anywhere.,0,1,0,1
11086,i only bring up lat name to the hoes i know with kids because they need to know,0,1,0,1
11087,i only fuck with bad bitches i'm stiff,0,1,0,1
11088,i only like women who<sym> s pussy smell like burnt cheese,0,1,0,1
11089,i only respect bitches that respect theyself.# truu,0,1,0,1
11090,i only wanna see bad bitches on snap chat,0,1,0,1
11091,i ont care cuz i got hoes. dats rite i got plenty of em,0,1,0,1
11092,i ont like no dramatic bitch so i just separate myself n shit,0,1,0,1
11093,i ont like that game wit that retarded ass bird <sym> ,0,1,0,1
11094,i openly admit to being the level of white trash that will drive across town to the gas station with free hot dogs &amp; half price drinks.,0,1,1,2
11095,"i ordered 8 chocolate chip cookies &amp; this bitch gave me fries smh , i couldn't even take the shit back because i was gon be late for work",0,1,0,1
11096,i phone 6 cool but basic i'm girly bitch so dry n plain <sym> ,0,1,0,1
11097,i picked welbeck for my team. i have to be some kind of cunt yes,0,1,1,1
11098,i pictured angus running up the side of fob sharana with every day in afghanistan <user> <url>,0,1,1,2
11099,"i plan on eating this entire motherfucking pizza i just ordered like a mufucka, bitch.",0,1,0,1
11100,i prefer jameis winston to not speak on tv at all. damn coon.,1,1,0,0
11101,i pull hoes tx.,0,1,0,1
11102,i pull up in a gimme yo bitch,1,1,0,1
11103,i put her pussy on the map!!!,0,1,0,1
11104,"i put it ona bitch make her bang ma set <sym>  i gave this hoe dick , i came i left <sym> <sym> ",1,1,0,1
11105,i rarely drink so drunk bitches irritate me,0,1,0,1
11106,i rather watch the oak cliff redskins and oak cliff comets play hell,0,0,1,2
11107,i realized tacal is a bitch,0,1,0,1
11108,i really am always there for my bitches and they know that <sym> .,0,1,0,1
11109,i really be baggin bitches with no problem in basketball shorts b i don't know if it's my smile or my cologne or maybe it's just my swag idk,0,1,0,1
11110,i really can't stand while people slander shit 90% trash,0,1,0,1
11111,i really committed to fucking with the richest of bitches,0,1,0,1
11112,"i really don't be pressed for bitches on social media...

do i talk to them? yes. 

do i want them..... <url>",0,1,0,1
11113,i really don't like that nigguh paul tho,0,1,0,1
11114,i really get upset when my lightskin friends have another cute dark skin sidekick..like im supposed to be the only cute darkie u hang wit <sym> ,1,1,0,0
11115,"i really hate a fat bitch cause i'm bony ,love smoking hella swisher's when i'm feeling lonely (try me)voice <sym> <sym> ",0,1,0,1
11116,"i really hate being a bitch to people, but at this point i no longer give a fuck",1,1,0,1
11117,i really hate when i don't get a response back to a text message. like a bitch ain't see it or sum <sym> ,0,1,0,1
11118,i really hope you and cameron don't get back together you can do so much better than that ... <sym>  dont call her a hoe <url>,0,1,1,1
11119,"i really just did some hoe shyt, but just so u know im only a hoe for mr.",0,1,0,1
11120,i really just wanna brake your fucking head in but i'll look like a bitch if hit you.....,0,1,0,1
11121,i really just want to kill some towel head terrorists already <sym>  can high school be over now please?,1,0,0,0
11122,i really think ppl defending cassidy throw on hotel at the crib when bitches are comin over,1,1,0,1
11123,"i really wanna have a talk about life with the ""fuck her right in the pussy"" dude while smokin a blunt before i die",0,1,0,1
11124,i really want a girl to make me some brownies <sym> <sym> ,0,0,1,2
11125,i really want a sports star to get a pet monkey and name him achilles.,0,0,1,2
11126,i really wish i owned a rocket launcher to use on every retard driving in front of me today #roadrage,1,1,0,1
11128,i refuse damn bitches are always talking shit about draya!,0,1,0,1
11129,i refuse to raise a child in this bitch ass country.,0,1,0,1
11130,i remember 2 of my friends had this and i was jelly had this bitch you couldn't tell me shit bruh <url>,0,1,0,1
11131,i remember laying on a hospital bed after being shot ranting about how coconut shrimp was trash.,0,0,1,2
11132,"i remember me &amp; duddy was arguing &amp; he gon say ""shut up bitch that's why you raped me !!!"" <sym> <sym> <sym> <sym>  just childish",1,1,0,1
11133,i remember the va tech band called us planet of the apes. i was ready to flip,0,0,1,2
11134,i remember them bitches lmaoo,0,1,0,1
11135,i remember when milz drunk ass fell asleep while we where all playing gears smh. what a fag,1,1,0,1
11136,i remember when bitches wouldnt let a nigga fuck for like 3 months now its 3 days or so,1,1,0,1
11137,"i remember when it was ""watch out for her, she has cooties!"" now, it's ""stay away from that hoe, she has herpes.""",0,1,0,1
11138,i remember when this lil bitch caught me slippin n had me get ina car an 2 mins later i'm lookin at this nigga holdin a gun in my face.,0,1,0,1
11139,i rescued a baby bird <sym>  <url>,0,0,1,2
11140,"i respect any nigga that tell me he got a bitch , so i fall the fuck back no hating <sym> ",0,1,0,1
11141,"i ride around with #notint, so all them bitches can see me <sym> <sym> <sym>  #jetlife <sym> <sym> ",0,1,0,1
11142,i roll a blunt better than the bitches in havana ! cause i'm the king round here !,0,1,0,1
11143,i said middle school days as in the ghetto way people... <sym>  and what i am nor here to impress you what are you go... <url>,0,1,1,2
11144,i salute to the hoes who kno they places... other than that bitches miss me,1,1,0,1
11145,i saw so many basic bitches just picking up my school schedule i kinda wanted to throw up tbh.,0,1,0,1
11146,i say k.michelle is manly because she doesn't act like a lady.she's too foul at the mouth and violent.i'll have to beat the bitch.,1,1,0,1
11147,i say fuck them other niggas bitch im all you need <sym> ,0,1,0,1
11148,i say smash the panomera i buy a new one hoe,0,1,0,1
11149,i say we all do a big fat line of meth after the finale...come on you pussies :p #goodbyebreakingbad,0,1,0,1
11150,i see a real nicca when i look in the mirror,1,1,0,1
11151,"i see bitches ain't been doing nun, but trotin &amp; thotin <sym> ",0,1,0,1
11152,i see the same hoes,0,1,1,1
11153,i see thru all you fake bitches &amp; niggas.,0,1,0,1
11154,i see u jigga!!!! hillary $wankin,0,1,1,2
11155,i see ya big boi in the oreo v's,1,0,1,2
11156,i see you fuck bitches. i fuck bitches also.,0,1,0,1
11157,i see your tweets bitch! lmfao von kick me to the curb i should call n curse her ass out,0,1,0,1
11158,i seen scooby hoe some niggas at the gardens too <sym> <sym> <sym> ,0,1,0,1
11159,i sho do miss my uncle tom,0,0,1,2
11160,"i shoot at the pussy, i bust in the pussy i'm cuming too sooooooooooon",0,1,0,1
11161,i shot a stripper because hoes keep stealing my tacos. <url>,1,1,0,1
11162,i should be in jail it's a crime hoe i kill these beats,0,1,0,1
11163,i should be the only nigga my bitch texting right now<sym> <sym> <sym> <sym> <sym> ,0,1,0,1
11164,i should gt a scurl on.deez hoes,0,1,0,1
11165,"i should probs shave my spic stash soon, its kinda getting out of hand",0,1,0,1
11166,i should start wearing beanies more,0,0,1,2
11167,i should've fought you when i was over there if only i was myself and i haven't popped that talking about u only need two hits bitch please,0,1,0,1
11168,i should've thrown a whole roll of pennies and made her month that bitch.,1,1,0,1
11169,i show do like the jeffersons. dat george make me wanna open up a dry cleaning stow and call all da white folk honkey,0,1,1,2
11170,i show love to everybody not on joe time i just hate stuck up people thats hoe shit,0,1,0,1
11171,i slam duunkk hoes cuz i can't lay up,0,1,0,1
11172,i slept good thenna bitch tho,1,1,0,1
11173,"i smell i smell i smell, pussy",0,1,0,1
11174,"i smoke a fat pound of grass, and fall on my ass, faster than the fat bitch who sat down to fast.",1,1,0,1
11175,i smoke a lot of weed to keep them bitches of ma mind,0,1,0,1
11176,i snorted shit with more girls in my presence than a dude lmao coke head bitches..,0,1,0,1
11177,i sound retarded but he is learning quickly! <user> <url>,0,1,1,1
11178,i spend my money on weed clothes n food not hoes,0,1,0,1
11179,i spent my whole 4th lookin for my hoes.. missed the fireworks and all before i realized i didn't have any hoes.. #allbad,0,1,0,1
11180,i spy a couple thirsty hoes on insta.,0,1,0,1
11181,i stalk my bf's insta and follow any girl that flirts with him. scare the bitches,0,1,0,1
11182,i start garfield monday .. yeahhhhhh lil bitch <sym> <sym> <sym> <sym> ,0,1,0,1
11183,"i stay away from bitches that be insecure, i be wild'ning out in public say i'm immature.",0,1,0,1
11184,"i still can't get over some of these retards going ape shit over this iphone 5, makes no sense to me whats so ever.",0,1,0,1
11185,i still can't understand why we don't dump our trash in the ocean. it's pretty big and it'd surely be cheaper than launching it into space.,0,0,1,2
11186,"i still hate the bitches at the #dmv #californiadmv, miserable hoes",0,1,0,1
11187,i still see plenty basic bitches with iphone 4s.,0,1,0,1
11188,i still think snap chat for faggots and high schoolers,1,1,0,0
11189,i stopped snapping on women and calling them bitches.,0,1,0,1
11191,i support all of my niggaz and bitches doing dope shit on the west side and in my city la,0,1,0,1
11192,i swear i care about everything else but these bitches <sym> <sym> <sym> .,0,1,0,1
11193,i swear i got that shit that make the bitches go insane,0,1,0,1
11194,i swear i hate when im somewhere and a woman catches my rubberband that clearly says kappa alpha psi and ask me am i a kappa. yes bitch lol,0,1,0,1
11195,i swear i heard that bitch creak,0,1,0,1
